Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Frequently,1234,Sales,30,3,Other,1,56,4,Female,50,1,3,Laboratory Technician,2,Single,3898,2935,4,Y,Yes,19,4,3,80,1,7,5,4,8,14,4,4
40,No,Non-Travel,737,Research & Development,24,1,Other,1,1404,4,Male,77,2,5,Research Scientist,1,Single,10445,17976,5,Y,No,19,3,3,80,1,35,2,1,23,6,12,9
53,No,Travel_Rarely,1349,Sales,25,2,Technical Degree,1,174,2,Female,71,1,4,Laboratory Technician,3,Married,7073,10276,4,Y,No,20,4,2,80,1,3,3,3,9,2,2,15
39,Yes,Non-Travel,876,Sales,12,3,Technical Degree,1,708,2,Male,73,1,4,Healthcare Representative,4,Divorced,6528,17668,9,Y,Yes,10,4,3,80,1,32,1,3,20,8,13,4
39,Yes,Travel_Frequently,672,Human Resources,24,2,Medical,1,1446,3,Female,77,4,5,Laboratory Technician,4,Single,8901,11379,4,Y,Yes,10,3,1,80,0,29,6,4,29,15,5,9
61,Yes,Non-Travel,1423,Human Resources,19,1,Technical Degree,1,880,2,Male,49,1,5,Healthcare Representative,3,Married,13797,6975,10,Y,Yes,10,3,4,80,0,31,1,3,6,13,15,5
50,Yes,Non-Travel,1303,Research & Development,6,1,Marketing,1,707,3,Female,45,4,4,Sales Executive,1,Single,4026,23924,5,Y,No,19,3,4,80,2,9,3,2,15,12,6,13
23,Yes,Travel_Rarely,578,Research & Development,25,3,Technical Degree,1,82,4,Male,53,3,5,Manufacturing Director,1,Divorced,13259,9949,0,Y,Yes,18,3,2,80,0,26,3,3,1,4,9,9
43,No,Travel_Rarely,1018,Human Resources,13,3,Life Sciences,1,587,4,Female,38,2,4,Healthcare Representative,4,Divorced,12286,14098,3,Y,Yes,10,4,3,80,1,27,5,1,6,4,11,15
34,No,Travel_Rarely,869,Sales,25,4,Human Resources,1,724,1,Male,88,2,3,Laboratory Technician,1,Married,4463,19985,5,Y,Yes,23,4,1,80,1,31,4,4,26,7,5,14
45,No,Travel_Frequently,710,Sales,10,5,Human Resources,1,1186,4,Female,38,2,3,Manufacturing Director,2,Divorced,3574,21759,4,Y,No,15,3,4,80,2,1,6,4,22,14,13,8
50,No,Travel_Frequently,1268,Research & Development,16,1,Human Resources,1,723,1,Male,62,1,5,Laboratory Technician,2,Divorced,7751,21654,2,Y,Yes,13,3,2,80,3,33,0,4,27,12,13,0
28,No,Travel_Frequently,1007,Human Resources,1,2,Other,1,538,1,Female,82,1,5,Sales Executive,2,Married,12512,9508,2,Y,Yes,20,3,4,80,0,37,5,3,6,15,13,6
33,No,Non-Travel,1256,Research & Development,29,1,Life Sciences,1,1523,1,Female,70,2,3,Sales Executive,1,Married,12902,8932,4,Y,No,16,3,2,80,3,22,2,2,1,14,4,2
34,No,Travel_Rarely,661,Research & Development,2,2,Marketing,1,738,1,Male,39,4,2,Sales Executive,1,Single,3977,18771,6,Y,Yes,16,3,3,80,2,40,3,1,5,8,3,6
59,Yes,Travel_Rarely,625,Sales,2,4,Medical,1,423,3,Female,80,4,1,Laboratory Technician,2,Single,14068,20367,9,Y,No,24,3,1,80,3,18,3,1,10,15,5,6
36,Yes,Travel_Rarely,1132,Human Resources,20,3,Life Sciences,1,384,3,Male,78,4,2,Healthcare Representative,1,Married,6343,23103,6,Y,No,13,4,3,80,0,4,6,3,29,5,9,8
52,Yes,Non-Travel,1457,Research & Development,6,2,Human Resources,1,1266,4,Male,52,2,2,Research Scientist,2,Divorced,11428,10158,6,Y,No,23,4,3,80,0,26,4,2,29,8,15,15
26,Yes,Travel_Rarely,1293,Research & Development,16,3,Life Sciences,1,583,4,Male,81,3,2,Sales Executive,1,Married,6314,15109,3,Y,No,17,3,2,80,0,40,4,2,5,6,5,2
21,No,Travel_Frequently,554,Sales,30,1,Technical Degree,1,1574,1,Female,97,3,1,Research Scientist,2,Divorced,7700,6285,9,Y,Yes,16,3,3,80,2,38,2,3,4,6,13,1
25,Yes,Non-Travel,1027,Research & Development,21,1,Medical,1,1374,3,Male,83,1,2,Manufacturing Director,3,Divorced,7614,6834,5,Y,No,13,4,1,80,3,34,0,2,30,1,5,14
65,Yes,Travel_Frequently,1156,Sales,25,3,Marketing,1,300,1,Female,30,3,1,Sales Executive,2,Divorced,14288,5079,4,Y,Yes,19,3,3,80,2,33,3,2,21,15,11,12
59,Yes,Non-Travel,1483,Research & Development,16,1,Medical,1,1195,3,Female,60,2,4,Sales Executive,1,Single,14775,10548,10,Y,No,19,4,4,80,3,18,4,1,23,9,2,7
52,Yes,Non-Travel,608,Sales,10,2,Other,1,1151,2,Male,84,2,1,Sales Executive,3,Married,9338,21842,1,Y,Yes,18,4,1,80,3,10,0,3,27,9,4,11
42,No,Travel_Rarely,1279,Human Resources,2,2,Life Sciences,1,1343,1,Male,62,4,4,Healthcare Representative,2,Divorced,11303,2062,2,Y,No,22,3,4,80,2,4,3,1,8,2,4,14
49,No,Travel_Frequently,1033,Research & Development,3,2,Human Resources,1,848,2,Female,65,3,1,Sales Executive,4,Single,6598,20543,3,Y,No,22,3,1,80,0,29,4,1,7,8,0,13
56,No,Non-Travel,562,Human Resources,29,1,Medical,1,1969,3,Female,95,1,2,Manufacturing Director,4,Married,12016,7488,0,Y,No,21,4,2,80,2,9,4,2,3,12,12,8
49,No,Travel_Frequently,1315,Sales,9,3,Other,1,80,4,Female,95,2,5,Manufacturing Director,2,Single,11953,13683,8,Y,Yes,11,4,4,80,3,20,5,1,28,14,13,6
50,Yes,Travel_Rarely,1151,Sales,2,5,Technical Degree,1,63,3,Female,48,1,3,Laboratory Technician,2,Single,14621,6502,8,Y,Yes,19,4,3,80,0,22,1,3,14,5,11,0
49,No,Travel_Frequently,581,Research & Development,30,1,Life Sciences,1,1928,4,Male,50,2,4,Manufacturing Director,2,Single,14624,10950,1,Y,No,18,4,3,80,1,4,0,2,2,1,9,8
52,No,Travel_Frequently,1034,Sales,16,4,Marketing,1,39,4,Male,83,2,1,Laboratory Technician,2,Married,7938,21776,3,Y,Yes,15,3,3,80,3,12,6,1,17,9,1,7
64,Yes,Travel_Frequently,1257,Research & Development,1,5,Human Resources,1,1204,3,Female,36,3,4,Manufacturing Director,3,Divorced,7470,20943,5,Y,Yes,23,3,1,80,1,16,5,3,14,12,0,13
63,Yes,Travel_Rarely,630,Research & Development,30,5,Marketing,1,745,4,Male,79,2,5,Manufacturing Director,3,Divorced,7384,18046,3,Y,Yes,12,4,3,80,0,20,5,2,2,13,2,3
24,Yes,Non-Travel,751,Sales,12,2,Marketing,1,1040,3,Male,67,2,4,Healthcare Representative,3,Married,10313,2068,8,Y,No,17,4,3,80,0,2,1,3,2,10,15,9
23,Yes,Non-Travel,1205,Sales,2,5,Life Sciences,1,1011,1,Male,48,2,1,Laboratory Technician,1,Divorced,9993,16781,6,Y,No,21,4,3,80,3,26,5,3,26,11,9,10
47,No,Travel_Frequently,1324,Research & Development,20,5,Marketing,1,251,4,Male,39,2,2,Healthcare Representative,3,Divorced,9152,1524,2,Y,No,12,4,3,80,2,8,5,2,11,15,14,5
32,Yes,Travel_Rarely,535,Sales,27,5,Technical Degree,1,1481,2,Male,85,2,2,Laboratory Technician,3,Married,4427,4798,2,Y,No,14,4,4,80,0,34,6,3,21,15,8,12
40,Yes,Travel_Rarely,1394,Research & Development,18,4,Technical Degree,1,999,1,Female,44,2,3,Research Scientist,4,Divorced,5420,14680,7,Y,No,20,3,2,80,1,34,1,3,7,11,4,2
40,Yes,Travel_Rarely,1414,Research & Development,15,4,Life Sciences,1,900,3,Female,87,4,4,Manufacturing Director,3,Single,14164,11718,1,Y,No,22,4,1,80,0,39,1,1,10,8,2,2
33,Yes,Travel_Frequently,895,Human Resources,8,4,Medical,1,1121,4,Male,98,3,4,Manufacturing Director,4,Divorced,12670,17324,8,Y,Yes,23,3,4,80,3,18,4,4,28,7,6,0
42,Yes,Travel_Frequently,1056,Human Resources,22,4,Technical Degree,1,1948,1,Female,43,3,5,Research Scientist,4,Married,5289,10343,0,Y,Yes,20,3,3,80,3,37,4,2,24,15,2,10
21,No,Non-Travel,1083,Research & Development,6,4,Human Resources,1,55,1,Male,100,3,3,Sales Executive,4,Divorced,13941,11824,10,Y,No,17,4,2,80,2,18,3,3,24,10,9,6
41,No,Non-Travel,1116,Research & Development,13,5,Other,1,754,1,Female,47,1,5,Manufacturing Director,1,Married,4650,22388,5,Y,No,17,4,4,80,2,18,1,1,10,11,7,1
43,Yes,Travel_Rarely,1169,Research & Development,23,2,Technical Degree,1,1866,4,Male,31,3,4,Manufacturing Director,2,Divorced,3408,8458,6,Y,Yes,15,3,2,80,0,20,5,4,1,6,9,3
62,Yes,Travel_Frequently,605,Human Resources,14,2,Medical,1,1974,2,Male,35,2,2,Research Scientist,3,Married,9873,4172,7,Y,No,10,4,4,80,3,7,1,1,2,15,6,2
40,No,Travel_Rarely,554,Sales,16,3,Marketing,1,436,4,Male,37,2,3,Healthcare Representative,4,Married,13529,5888,3,Y,Yes,19,3,4,80,2,30,0,4,15,12,5,12
52,No,Travel_Frequently,789,Sales,1,1,Marketing,1,71,3,Female,82,4,1,Manufacturing Director,2,Married,10585,19093,4,Y,Yes,12,4,4,80,2,24,3,3,25,5,12,2
23,No,Non-Travel,659,Research & Development,5,2,Technical Degree,1,1777,3,Female,49,3,3,Healthcare Representative,1,Married,4388,5148,2,Y,Yes,14,3,2,80,3,7,1,2,23,10,10,2
38,Yes,Travel_Frequently,1215,Sales,8,2,Marketing,1,1335,2,Male,72,3,5,Healthcare Representative,4,Married,10770,9630,0,Y,Yes,20,3,2,80,2,23,4,1,5,7,8,4
60,Yes,Travel_Frequently,1145,Human Resources,3,5,Other,1,908,2,Male,95,2,1,Healthcare Representative,3,Single,10998,13956,7,Y,No,18,3,1,80,1,21,4,2,23,2,13,6
59,Yes,Non-Travel,1230,Research & Development,2,5,Human Resources,1,551,3,Female,83,1,4,Research Scientist,1,Single,12098,3029,8,Y,Yes,21,4,2,80,1,7,3,3,4,5,14,8
60,No,Travel_Frequently,1001,Human Resources,11,1,Human Resources,1,520,1,Female,55,3,1,Research Scientist,1,Divorced,12051,3447,8,Y,No,18,4,1,80,2,40,1,4,19,3,5,10
28,No,Travel_Rarely,688,Sales,12,1,Human Resources,1,726,4,Female,68,1,3,Laboratory Technician,4,Single,13590,1975,1,Y,Yes,19,3,1,80,0,32,0,2,4,11,14,11
29,Yes,Travel_Frequently,1296,Research & Development,3,5,Medical,1,823,1,Male,31,2,1,Healthcare Representative,4,Married,3835,4256,6,Y,No,10,4,2,80,1,9,5,3,7,2,3,1
59,No,Travel_Rarely,1313,Sales,3,4,Marketing,1,1828,1,Female,86,2,3,Sales Executive,3,Married,11762,22475,2,Y,Yes,18,3,1,80,1,9,5,3,22,15,15,7
28,No,Travel_Frequently,990,Human Resources,19,1,Other,1,1210,3,Female,65,4,3,Manufacturing Director,3,Married,14234,18709,6,Y,No,23,4,3,80,0,40,6,1,1,3,13,2
60,No,Non-Travel,691,Sales,23,4,Marketing,1,972,2,Male,54,1,1,Sales Executive,2,Divorced,11156,5086,10,Y,No,14,4,4,80,3,9,0,2,9,14,3,15
41,No,Non-Travel,983,Sales,12,4,Human Resources,1,848,3,Male,40,1,4,Sales Executive,2,Single,9259,10527,10,Y,No,17,3,4,80,0,38,5,2,28,5,14,10
32,No,Travel_Frequently,1417,Human Resources,13,1,Technical Degree,1,1449,4,Male,67,2,1,Sales Executive,4,Divorced,12487,23505,4,Y,Yes,12,4,4,80,1,18,5,2,14,8,2,11
40,Yes,Non-Travel,1040,Research & Development,20,3,Life Sciences,1,720,4,Male,80,2,3,Research Scientist,2,Divorced,7929,14863,3,Y,Yes,19,3,3,80,3,30,6,3,1,10,7,2
37,Yes,Travel_Frequently,594,Human Resources,30,5,Marketing,1,1570,1,Male,99,1,1,Research Scientist,4,Single,11127,24908,8,Y,No,13,3,3,80,3,35,4,4,26,2,2,12
42,Yes,Travel_Frequently,822,Human Resources,8,4,Other,1,1839,2,Female,35,2,5,Research Scientist,1,Single,3140,15201,6,Y,Yes,15,4,1,80,2,16,5,1,26,9,5,12
42,No,Travel_Frequently,811,Sales,6,3,Marketing,1,157,3,Female,50,2,2,Laboratory Technician,4,Divorced,8622,15367,3,Y,Yes,15,3,3,80,0,27,3,1,16,6,0,4
62,No,Non-Travel,1239,Sales,1,1,Medical,1,182,1,Male,51,3,5,Sales Executive,3,Divorced,12033,5856,6,Y,Yes,24,4,2,80,0,20,6,1,14,3,0,11
25,No,Travel_Frequently,1147,Human Resources,18,4,Other,1,1762,3,Male,65,3,5,Research Scientist,1,Married,8259,18040,4,Y,Yes,21,3,1,80,2,39,3,3,16,15,0,10
65,No,Travel_Frequently,1290,Human Resources,11,1,Other,1,1523,2,Female,58,4,2,Manufacturing Director,3,Single,8855,20050,4,Y,No,25,3,1,80,3,21,3,2,30,4,15,2
48,Yes,Travel_Rarely,1300,Research & Development,2,2,Other,1,937,2,Female,36,3,1,Research Scientist,3,Single,11210,8397,10,Y,No,21,4,2,80,1,21,2,1,4,10,15,13
31,Yes,Travel_Rarely,1287,Sales,24,1,Marketing,1,480,4,Male,47,2,5,Research Scientist,2,Married,13471,19282,5,Y,Yes,15,3,2,80,3,38,1,1,11,6,11,11
48,Yes,Non-Travel,1237,Research & Development,28,5,Technical Degree,1,498,2,Male,78,2,5,Healthcare Representative,3,Married,14562,19129,9,Y,No,14,4,1,80,2,10,6,4,26,13,3,1
51,No,Travel_Rarely,1393,Human Resources,24,1,Human Resources,1,825,3,Female,36,1,3,Sales Executive,3,Single,3901,14164,7,Y,Yes,18,3,2,80,0,30,4,2,21,6,14,2
32,Yes,Travel_Rarely,541,Sales,3,2,Life Sciences,1,1812,4,Female,63,1,1,Healthcare Representative,2,Divorced,9428,19497,3,Y,Yes,20,3,3,80,3,28,3,3,4,1,7,4
28,No,Travel_Rarely,728,Sales,19,5,Medical,1,1890,2,Male,48,4,5,Laboratory Technician,3,Divorced,14929,12454,1,Y,Yes,25,3,4,80,0,18,3,2,29,8,1,15
28,Yes,Travel_Rarely,569,Human Resources,29,4,Human Resources,1,727,1,Male,74,2,2,Research Scientist,4,Divorced,6960,22712,1,Y,No,12,4,3,80,3,4,2,3,10,13,7,0
31,No,Travel_Frequently,502,Sales,24,2,Other,1,1690,4,Female,66,2,3,Sales Executive,1,Single,13895,15865,3,Y,Yes,23,4,4,80,0,40,4,1,4,15,1,4
26,No,Travel_Frequently,1158,Sales,21,1,Human Resources,1,617,3,Male,57,4,2,Healthcare Representative,2,Single,5373,9748,9,Y,Yes,21,3,3,80,2,25,4,4,18,12,6,6
39,No,Non-Travel,1055,Sales,17,2,Medical,1,879,1,Male,61,1,2,Sales Executive,4,Single,13308,10095,1,Y,Yes,22,4,1,80,0,8,6,1,7,10,5,6
20,Yes,Non-Travel,1414,Research & Development,24,1,Other,1,357,3,Male,32,3,1,Research Scientist,2,Married,13074,1954,5,Y,Yes,13,3,3,80,1,4,4,3,2,5,13,10
47,No,Travel_Frequently,1281,Human Resources,10,2,Human Resources,1,1317,4,Female,92,3,1,Manufacturing Director,2,Married,13779,15115,5,Y,Yes,23,4,3,80,2,24,1,2,20,4,0,8
53,Yes,Travel_Rarely,515,Sales,10,1,Other,1,1552,3,Male,62,4,1,Research Scientist,1,Single,12687,6119,1,Y,No,15,4,2,80,0,23,2,3,1,15,9,12
35,No,Non-Travel,1371,Research & Development,7,3,Marketing,1,1153,3,Female,46,4,4,Research Scientist,2,Single,10609,19185,6,Y,No,19,4,3,80,2,23,1,2,6,15,1,2
32,Yes,Travel_Frequently,1358,Sales,5,2,Other,1,1525,4,Male,58,3,4,Research Scientist,4,Married,6277,17177,7,Y,No,13,3,1,80,3,2,0,4,8,8,4,12
47,No,Travel_Rarely,668,Research & Development,11,1,Medical,1,1113,2,Female,51,3,3,Research Scientist,4,Divorced,5679,16965,4,Y,No,21,3,4,80,0,34,0,2,14,5,8,13
33,Yes,Travel_Frequently,719,Sales,3,4,Technical Degree,1,1784,3,Female,42,1,4,Healthcare Representative,3,Married,9455,19657,3,Y,Yes,22,4,1,80,3,6,0,3,4,6,2,4
57,No,Travel_Rarely,685,Human Resources,5,1,Medical,1,1851,3,Male,94,2,2,Research Scientist,3,Single,4036,8631,2,Y,No,13,3,1,80,2,28,2,3,21,1,6,13
51,No,Travel_Frequently,795,Sales,14,4,Technical Degree,1,827,1,Female,33,2,1,Research Scientist,3,Divorced,5114,6098,3,Y,Yes,11,3,4,80,0,19,1,3,19,1,6,15
33,No,Travel_Rarely,1260,Human Resources,2,1,Technical Degree,1,795,3,Male,46,2,4,Sales Executive,3,Married,11189,20356,0,Y,Yes,19,4,2,80,0,19,2,2,3,6,11,4
30,No,Travel_Rarely,1085,Sales,23,5,Human Resources,1,519,2,Female,36,4,5,Research Scientist,4,Married,12842,10552,10,Y,Yes,17,4,1,80,0,40,4,1,8,13,15,10
60,No,Travel_Frequently,1482,Research & Development,13,4,Other,1,1423,2,Male,50,2,4,Healthcare Representative,2,Single,12393,15281,1,Y,No,24,4,4,80,1,6,4,3,16,13,3,9
64,Yes,Non-Travel,736,Sales,17,3,Medical,1,141,4,Male,45,2,5,Manufacturing Director,3,Divorced,14333,5259,3,Y,Yes,25,3,1,80,1,20,4,2,24,4,3,1
61,No,Non-Travel,575,Human Resources,22,4,Marketing,1,189,3,Female,47,4,1,Research Scientist,3,Divorced,14196,2146,8,Y,No,20,4,4,80,2,18,1,4,2,12,5,3
28,No,Non-Travel,951,Human Resources,24,1,Medical,1,578,1,Female,80,1,3,Sales Executive,4,Single,4480,10466,1,Y,Yes,17,3,2,80,2,16,6,4,17,1,5,1
40,No,Travel_Rarely,838,Human Resources,18,2,Technical Degree,1,1871,1,Male,54,2,2,Healthcare Representative,3,Divorced,14281,21967,1,Y,Yes,13,3,3,80,1,15,3,3,26,11,2,4
35,Yes,Travel_Rarely,604,Human Resources,26,1,Life Sciences,1,1338,3,Female,90,1,5,Research Scientist,3,Single,10045,9775,7,Y,Yes,25,3,2,80,1,4,6,4,29,8,9,3
53,No,Travel_Rarely,1010,Sales,8,2,Life Sciences,1,1002,4,Male,41,1,2,Research Scientist,2,Single,7129,24486,3,Y,Yes,10,4,2,80,1,16,5,1,21,7,15,15
45,Yes,Non-Travel,918,Sales,28,3,Life Sciences,1,1386,2,Male,87,3,5,Research Scientist,3,Married,14823,13244,8,Y,No,23,3,1,80,3,38,2,2,12,8,2,1
61,No,Travel_Frequently,1373,Human Resources,6,3,Technical Degree,1,1088,2,Male,78,4,3,Laboratory Technician,2,Single,6077,24086,4,Y,Yes,24,4,2,80,3,30,5,4,10,12,3,11
58,No,Travel_Rarely,1257,Human Resources,10,5,Technical Degree,1,764,1,Male,44,4,1,Sales Executive,1,Married,12955,4612,5,Y,Yes,14,4,2,80,1,2,0,1,19,5,14,6
30,Yes,Non-Travel,1172,Research & Development,13,5,Human Resources,1,1797,2,Female,95,1,3,Laboratory Technician,3,Married,10811,12610,1,Y,Yes,21,4,2,80,2,11,0,2,16,3,15,3
45,Yes,Travel_Frequently,1069,Human Resources,3,1,Medical,1,1244,1,Male,82,2,1,Healthcare Representative,4,Divorced,11061,3823,10,Y,No,14,3,4,80,2,16,0,1,14,13,13,4
33,No,Travel_Frequently,675,Sales,7,4,Medical,1,1177,1,Male,32,1,5,Manufacturing Director,2,Single,13776,19532,6,Y,No,13,3,1,80,3,37,2,4,23,11,13,15
40,Yes,Non-Travel,834,Research & Development,30,4,Technical Degree,1,654,2,Female,93,1,4,Manufacturing Director,1,Single,8289,21157,1,Y,Yes,16,3,3,80,3,5,5,2,15,13,10,7
26,No,Non-Travel,729,Sales,27,5,Medical,1,1860,4,Female,80,3,1,Sales Executive,3,Married,5114,7341,7,Y,Yes,23,4,1,80,0,33,3,1,2,6,0,2
43,Yes,Non-Travel,696,Sales,8,4,Medical,1,1033,1,Female,62,1,4,Sales Executive,4,Single,7962,19611,2,Y,Yes,16,4,2,80,0,4,1,2,6,1,11,8
42,No,Non-Travel,576,Human Resources,6,5,Human Resources,1,516,2,Female,89,3,3,Research Scientist,2,Single,5068,22030,2,Y,Yes,17,4,1,80,2,5,1,3,7,3,4,1
54,No,Travel_Rarely,938,Sales,8,3,Other,1,1527,1,Male,82,4,2,Laboratory Technician,3,Married,10677,8280,2,Y,No,14,3,2,80,1,36,6,3,11,4,11,11
53,No,Non-Travel,945,Research & Development,15,4,Human Resources,1,760,3,Female,83,3,4,Laboratory Technician,1,Single,4835,4001,2,Y,Yes,14,4,4,80,3,22,2,4,13,10,8,8
62,Yes,Non-Travel,1011,Research & Development,12,5,Human Resources,1,81,4,Female,39,4,4,Research Scientist,2,Single,5864,2118,0,Y,Yes,17,4,2,80,2,39,2,2,21,4,12,5
49,No,Non-Travel,1243,Sales,27,1,Marketing,1,318,3,Male,83,2,5,Healthcare Representative,1,Single,7342,24861,2,Y,Yes,20,3,4,80,1,40,5,2,2,5,3,5
41,Yes,Non-Travel,747,Sales,19,4,Technical Degree,1,1174,4,Female,59,4,3,Sales Executive,2,Single,11659,2170,7,Y,Yes,23,3,3,80,0,23,1,1,24,5,12,9
23,No,Travel_Frequently,719,Human Resources,23,3,Other,1,289,4,Female,76,4,2,Laboratory Technician,1,Single,7970,20731,2,Y,Yes,12,4,3,80,3,21,5,2,11,1,11,6
33,Yes,Travel_Frequently,1187,Human Resources,13,5,Marketing,1,711,3,Male,57,2,5,Laboratory Technician,4,Single,10731,23269,4,Y,No,22,3,3,80,2,36,2,1,1,2,5,15
54,No,Travel_Rarely,1485,Sales,3,1,Other,1,1273,2,Male,45,3,1,Research Scientist,4,Divorced,9511,14443,8,Y,No,22,4,4,80,1,36,3,1,18,8,7,10
53,Yes,Travel_Rarely,638,Research & Development,22,3,Marketing,1,1866,2,Female,44,4,4,Manufacturing Director,2,Divorced,3164,14351,2,Y,Yes,16,4,2,80,1,15,4,4,30,4,14,8
37,Yes,Non-Travel,893,Human Resources,1,5,Technical Degree,1,1252,3,Male,52,2,2,Manufacturing Director,3,Divorced,8771,11305,9,Y,Yes,15,4,1,80,2,20,6,1,15,12,5,0
26,No,Travel_Frequently,1368,Sales,16,5,Life Sciences,1,237,3,Male,45,1,1,Research Scientist,2,Single,3677,10888,2,Y,No,12,3,1,80,3,22,6,3,19,14,10,0
40,Yes,Travel_Rarely,729,Human Resources,28,3,Technical Degree,1,677,3,Male,77,1,3,Manufacturing Director,4,Divorced,6658,24209,8,Y,No,19,4,3,80,0,21,6,3,10,4,1,8
48,Yes,Travel_Frequently,1201,Sales,20,4,Marketing,1,1789,1,Female,88,2,5,Research Scientist,2,Married,13482,23125,2,Y,No,24,4,2,80,2,12,2,2,27,14,15,9
57,Yes,Travel_Frequently,1412,Sales,19,3,Medical,1,663,1,Male,85,4,2,Research Scientist,3,Married,5964,23521,4,Y,Yes,13,3,4,80,3,32,5,3,2,8,14,13
31,Yes,Travel_Rarely,503,Human Resources,26,1,Other,1,132,1,Male,32,1,5,Manufacturing Director,3,Married,6433,17065,3,Y,Yes,24,4,1,80,0,25,3,3,1,4,8,13
22,Yes,Non-Travel,701,Sales,30,4,Life Sciences,1,580,3,Male,60,2,4,Sales Executive,1,Single,4544,8775,10,Y,No,23,4,1,80,0,37,5,4,3,14,14,9
44,No,Non-Travel,1172,Human Resources,30,2,Technical Degree,1,1139,3,Female,73,4,2,Sales Executive,3,Married,14481,8388,0,Y,No,23,3,4,80,2,34,3,3,29,9,14,2
42,No,Travel_Frequently,543,Sales,2,5,Medical,1,1895,3,Male,59,3,3,Research Scientist,1,Single,6800,24597,2,Y,Yes,25,3,2,80,1,20,4,3,1,15,4,15
50,No,Travel_Rarely,762,Research & Development,3,4,Medical,1,955,2,Male,89,2,4,Research Scientist,2,Single,3728,5368,6,Y,Yes,16,3,2,80,1,11,4,1,26,15,15,5
59,Yes,Travel_Rarely,1061,Research & Development,26,5,Technical Degree,1,519,2,Female,74,1,2,Sales Executive,2,Divorced,6835,20143,10,Y,No,18,4,2,80,2,17,1,2,24,2,8,9
51,Yes,Non-Travel,993,Sales,19,2,Technical Degree,1,1302,2,Male,63,2,3,Healthcare Representative,2,Divorced,13936,13436,1,Y,Yes,25,3,2,80,2,23,6,1,21,3,14,15
36,Yes,Non-Travel,1309,Human Resources,25,4,Human Resources,1,1792,2,Female,42,3,2,Laboratory Technician,4,Married,12819,23039,2,Y,Yes,23,3,3,80,0,6,4,2,13,8,4,2
48,No,Travel_Frequently,980,Sales,16,2,Other,1,162,3,Female,56,2,5,Laboratory Technician,2,Divorced,13545,23726,7,Y,Yes,22,4,3,80,2,25,5,3,30,6,11,1
24,Yes,Travel_Frequently,1188,Research & Development,23,4,Medical,1,588,3,Female,76,3,3,Manufacturing Director,4,Married,5274,5639,6,Y,No,13,3,1,80,2,8,1,3,18,5,12,12
21,No,Travel_Frequently,1134,Research & Development,6,4,Other,1,349,3,Male,100,4,3,Research Scientist,1,Divorced,4369,6956,4,Y,Yes,20,4,2,80,3,5,0,3,30,7,12,8
21,No,Non-Travel,874,Human Resources,18,5,Marketing,1,984,2,Male,96,4,3,Manufacturing Director,3,Divorced,11470,8918,1,Y,Yes,12,4,1,80,1,6,6,2,11,3,1,4
39,Yes,Travel_Rarely,572,Research & Development,27,1,Human Resources,1,785,2,Male,41,2,2,Laboratory Technician,4,Divorced,11993,9425,5,Y,Yes,24,4,1,80,2,15,4,1,16,11,13,7
50,Yes,Travel_Rarely,639,Sales,8,5,Other,1,1509,3,Male,75,4,4,Research Scientist,1,Married,6497,21792,7,Y,Yes,19,3,4,80,2,14,6,4,13,1,4,1
53,Yes,Non-Travel,839,Research & Development,8,1,Technical Degree,1,399,1,Female,44,2,4,Laboratory Technician,2,Married,5766,17805,2,Y,No,17,3,2,80,1,20,4,3,11,15,3,4
62,Yes,Travel_Frequently,1018,Research & Development,25,3,Other,1,172,1,Male,59,4,5,Healthcare Representative,1,Divorced,8100,7040,5,Y,Yes,13,4,1,80,0,6,3,2,21,4,7,11
57,Yes,Travel_Rarely,1020,Human Resources,21,1,Medical,1,1233,1,Male,84,4,5,Healthcare Representative,1,Divorced,7741,22981,8,Y,Yes,25,3,4,80,0,39,3,3,23,4,4,8
26,Yes,Travel_Rarely,1102,Research & Development,10,1,Marketing,1,1809,3,Female,48,4,5,Sales Executive,2,Single,7164,22252,0,Y,Yes,24,4,4,80,0,26,5,4,16,1,11,6
28,No,Travel_Frequently,989,Human Resources,5,4,Marketing,1,953,1,Male,50,4,2,Research Scientist,3,Married,10285,7252,8,Y,Yes,21,4,4,80,2,21,5,1,7,9,0,5
65,No,Travel_Frequently,1395,Human Resources,24,2,Technical Degree,1,1850,1,Male,40,1,1,Research Scientist,1,Divorced,13447,11683,5,Y,No,22,4,2,80,1,20,4,3,21,12,4,1
52,No,Travel_Frequently,722,Research & Development,5,4,Marketing,1,323,4,Male,47,1,4,Healthcare Representative,2,Divorced,13765,6224,7,Y,Yes,21,3,2,80,1,10,3,2,2,10,10,0
34,No,Travel_Frequently,1047,Sales,1,4,Technical Degree,1,240,3,Female,48,1,1,Sales Executive,4,Married,14088,9658,5,Y,No,10,4,3,80,3,13,4,3,16,4,15,12
